citizen_id,first_name,surname,date_of_birth,age,gender,indigenous_status,household_id,years_in_pandanus_reach,education_level,employment_sector,occupation,annual_income_aud,social_credit_score,tier,curfew_window,vehicle_owned,mobile_id,biometric_template_hash,registration_date
PR-01503,Clifford,Davis,1983-12-01,42,M,N,HH-00824,10,No formal,Mining,Haul Truck Driver,96026.0,758,B,21:00-06:00,Y,0465154850,3384a9180fe8af79,2018-12-19
PR-01504,Shane,Serrano,1985-01-16,41,M,N,HH-01101,13,Year 12,Hospitality,Caravan Park Host,50433.0,790,B,21:00-06:00,Y,0479080131,d5c39f3cf3e78d5e,2015-07-27
PR-01505,Gina,Barker,1994-08-17,31,X,N,HH-00315,11,Postgraduate,Mining,Mine Safety Officer,127436.0,593,C,20:00-06:00,Y,0492906190,934d2bc9541f48ba,2019-06-22
PR-01506,Samantha,Smith,1986-08-26,39,F,N,HH-00540,9,Diploma,Mining,Mine Geologist,171322.0,812,B,21:00-06:00,N,0421359569,21eff3822b250042,2016-07-29
PR-01507,Todd,Peterson,1998-09-18,27,X,N,HH-01109,0,Certificate IV,Government,Regional Admin Field Officer,98999.0,773,B,21:00-06:00,Y,0427982209,af21a2a907467e4a,2012-10-14
PR-01508,Brittney,Walker,1950-11-26,75,F,N,HH-00433,5,Bachelor,Retired,Retired,25925.0,757,B,21:00-06:00,N,0458945246,10e6f9f6b8aa7e4a,2023-11-29
PR-01509,Christina,GUERRA,1964-03-17,62,X,Y,HH-00219,16,Bachelor,Pastoral,Station Hand,85420.0,420,D,18:00-07:00 (strict),Y,0420560999,e034be5d575ed2de,2018-10-20
PR-01510,Kristen,Avila,1995-07-31,30,F,N,HH-00689,8,No formal,Health,Aboriginal Health Worker,109103.0,826,B,21:00-06:00,Y,0472666858,1889ba4a197c4e2c,2017-10-19
PR-01511,Billy,Fuentes,1978-07-24,47,M,N,HH-00408,9,Bachelor,Government,Compliance Inspector,93992.0,783,B,21:00-06:00,Y,0446004061,69f9813a7bc2caa1,2018-01-24
PR-01512,Emily,Cox,2009-03-24,17,F,N,HH-00602,13,Certificate III,Student,Student,12233.0,640,C,20:00-06:00,N,0446353477,e17381fed59225dd,2023-10-23
PR-01513,Kyle,Gallagher,1972-12-28,53,M,N,HH-00457,14,Certificate III,Trades,Welder,69664.0,704,B,21:00-06:00,Y,0467835495,fbc6dc8e6dccd9ee,2021-04-16
PR-01514,Allen,Olsen,1966-02-22,60,M,Y,HH-00480,5,Certificate III,Government,Council Officer,70112.0,403,D,18:00-07:00 (strict),N,0486864684,3c8430f2e877bf9b,2023-05-07
PR-01515,Brenda,Perez,1957-09-04,68,F,N,HH-00667,10,Certificate III,Retired,Retired,22184.0,567,C,20:00-06:00,N,0434879238,7d62ad46be422f5a,2013-03-05
PR-01516,Blake,Vazquez,1955-09-16,70,M,Y,HH-00952,6,Certificate IV,Retired,Retired,18490.0,703,B,21:00-06:00,Y,0469952950,5096de6cedfa0aaf,2012-06-10
PR-01517,Raymond,Todd,1996-05-11,30,M,N,HH-01145,20,Bachelor,Pastoral,Bore Runner,69523.0,616,C,20:00-06:00,Y,0442158208,854a3fff75e53834,2012-11-11
PR-01518,Rebecca,Palmer,1962-09-18,63,F,N,HH-01144,17,Year 10,Government,Surveillance Operator,85515.0,794,B,21:00-06:00,Y,0417065104,c14337b366bd4b72,2013-01-07
PR-01519,Dawn,Jones,2009-08-05,16,F,N,HH-00596,7,Year 12,Student,Student,6033.0,753,B,21:00-06:00,N,0465761575,462c44738f0b0d51,2021-12-01
PR-01520,Rachel,Mora,1976-02-09,50,F,N,HH-00838,33,Diploma,Unemployed,Unemployed,16290.0,499,D,18:00-07:00 (strict),Y,0486043905,a36406c207b064f7,2023-12-20
PR-01521,Cody,BELL,1980-03-21,46,M,N,HH-00429,1,No formal,Education,Primary Teacher,73271.0,612,C,20:00-06:00,Y,0412425579,6e73b4f441504358,2023-03-12
PR-01522,Teresa,Rush,2008-10-04,17,F,N,HH-00846,17,Certificate III,Student,Student,14269.0,609,C,20:00-06:00,N,0457817462,4e109338afcf9c78,2013-08-07
PR-01523,Jonathan,Chandler,1984-04-29,42,M,N,HH-00430,19,Certificate III,Mining,Process Plant Technician,108493.0,758,B,21:00-06:00,N,0484756776,8913c42dadce8e6b,2019-05-03
PR-01524,Annette,Lane,1980-01-31,46,F,Y,HH-00186,0,Diploma,Student,Student,24007.0,495,D,18:00-07:00 (strict),Y,0477845175,742f4998194cbdad,2014-05-23
PR-01525,Corey,Campbell,1996-02-26,30,M,Y,HH-00418,4,Year 10,Unemployed,Unemployed,7669.0,625,C,20:00-06:00,N,0496277277,883699607635da6a,2018-11-15
PR-01526,William,Garcia,1960-08-19,65,M,N,HH-00672,24,Certificate III,Trades,Welder,,663,C,20:00-06:00,Y,0429808913,280e76f294d09ce6,2018-05-30
PR-01527,Michael,Richardson,1968-11-29,57,M,N,HH-00685,16,Certificate III,Mining,Mine Safety Officer,116627.0,831,B,21:00-06:00,Y,0435273235,b23ced49c84c6222,2017-07-05
PR-01528,Tyler,White,1983-11-14,42,M,Y,HH-00789,6,Postgraduate,Mining,FIFO Drill Operator,153661.0,410,D,18:00-07:00 (strict),Y,0457930481,2ce88ca170f46a99,2016-08-31
PR-01529,Daniel,Perez,1977-11-30,48,M,N,HH-00751,14,Year 12,Mining,Haul Truck Driver,149945.0,744,B,21:00-06:00,Y,0416124393,71c09725c37319b4,2025-02-19
PR-01530,Becky,Rodriguez,1974-07-01,52,F,N,HH-00122,18,Diploma,Education,Secondary Teacher,92882.0,748,B,21:00-06:00,Y,0435005914,359681817960e3ea,2022-01-09
PR-01531,Michele,Hawkins,1964-11-20,61,F,N,HH-00953,9,Certificate III,Unemployed,Unemployed,19253.0,570,C,20:00-06:00,N,0440428388,f1e907320f48c165,2015-12-12
PR-01532,Darrell,Campbell,1976-07-23,49,X,N,HH-00942,14,Diploma,Public Safety,Correctional Officer,97781.0,754,B,21:00-06:00,Y,0494227868,ec04fa90f9ad5313,2015-09-21
PR-01533,Vanessa,Wallace,2001-10-26,24,F,N,HH-01147,6,Year 10,Unemployed,Unemployed,25445.0,617,C,20:00-06:00,Y,0456420975,e9939345dffcaa9e,2015-06-03
PR-01534,Savannah,Lopez,1994-07-10,31,F,Y,HH-00690,11,Certificate IV,Mining,FIFO Drill Operator,96198.0,648,C,20:00-06:00,Y,0494713882,14d0b35f945c8c4a,2023-02-16
PR-01535,John,Shelton,1983-03-07,43,M,N,HH-00185,18,Year 12,Retail,Bottleshop Attendant,28457.0,501,C,20:00-06:00,N,0498486242,36d5cab358a98078,2025-05-02
PR-01536,John,Garcia,1991-03-11,35,M,Y,HH-00380,29,Year 12,Retail,Hardware Store Clerk,53681.0,458,D,18:00-07:00 (strict),Y,0480090170,b90559d76147f421,2020-07-28
PR-01537,Christopher,Thomas,1972-09-05,53,X,Y,HH-00441,23,Bachelor,Unemployed,Unemployed,19481.0,335,D,18:00-07:00 (strict),Y,0440418726,45b0e269e8f56cc6,2019-08-15
PR-01538,Brian,Schaefer,1994-12-02,31,M,Y,HH-00219,11,Year 10,Mining,Mine Safety Officer,136768.0,568,C,20:00-06:00,Y,0471621333,e5e8212748b5e3c9,2012-04-04
PR-01539,Vanessa,Morgan,1994-10-20,31,F,Y,HH-00530,17,Diploma,Public Safety,Regional Police Officer,84287.0,608,C,20:00-06:00,Y,0436830566,26c8545e8734fa31,2025-03-22
PR-01540,Bryan,Massey,1969-06-25,57,M,Y,HH-00614,9,Year 12,Mining,FIFO Drill Operator,96894.0,453,D,18:00-07:00 (strict),Y,0484305889,545a4094c8c0ea53,2015-04-03
PR-01541,Micheal,Perkins,1988-09-27,37,M,N,HH-00607,8,Diploma,Trades,Electrician,111244.0,637,C,20:00-06:00,N,0476168686,f85378a4d5530a4d,2022-05-28
PR-01542,Mathew,Ross,1997-07-10,28,M,N,HH-00689,10,Bachelor,Hospitality,Caravan Park Host,42289.0,878,A,22:00-06:00 (advisory only),N,0453528399,f8367cdf08c5afdc,2019-10-18
PR-01543,Jared,Washington,1980-02-28,46,M,Y,HH-00456,5,No formal,Student,Student,23113.0,417,D,18:00-07:00 (strict),N,0429009846,678d6bacc375ee60,2022-02-07
PR-01544,Brian,King,1963-07-17,62,M,N,HH-00414,12,Year 12,Trades,Welder,125115.0,623,C,20:00-06:00,N,0456453576,10537149c1474bfb,2020-02-24
PR-01545,Dennis,Garcia,1980-08-02,45,X,N,HH-00749,6,Year 12,Hospitality,Pub Manager,56632.0,701,B,21:00-06:00,N,0464361854,fe6795f898496573,2012-04-22
PR-01546,Megan,Stanton,1979-12-31,46,F,Y,HH-00277,15,Year 12,Student,Student,15295.0,628,C,20:00-06:00,N,0462292747,e9309420d5b2545a,2020-11-10
PR-01547,Christian,Howell,1977-08-21,48,M,N,HH-00308,17,Year 10,Education,Secondary Teacher,81773.0,490,D,18:00-07:00 (strict),Y,0481346472,f30ca89e9f30f2c8,2012-06-04
PR-01548,Nicole,Saunders,1984-02-22,42,F,N,HH-00702,0,Year 10,Public Safety,Fire & Rescue,112590.0,592,C,20:00-06:00,Y,0475171676,429afc8808469226,2014-03-07
PR-01549,Mary,Henry,1982-03-16,44,F,N,HH-00016,27,Certificate IV,Unemployed,Unemployed,11939.0,699,C,20:00-06:00,Y,0411818925,1171d04d0538ea1e,2016-02-29
PR-01550,Shannon,Payne,1998-03-17,28,F,N,HH-01024,15,Certificate III,Mining,FIFO Drill Operator,108953.0,692,C,20:00-06:00,Y,0463592665,24e43547e9271ae3,2011-10-18
PR-01551,Jeffrey,Melendez,1980-09-22,45,M,N,HH-00363,13,Certificate III,Education,Skills Institute Lecturer,79224.0,787,B,21:00-06:00,Y,0447158023,d192e34a01cedfb6,2015-10-04
PR-01552,James,Stevens,2000-06-13,26,M,N,HH-00546,26,Bachelor,Government,Council Officer,75267.0,702,B,21:00-06:00,N,0498541856,6dd788991fd903cb,2019-02-23
PR-01553,Shannon,Turner,1998-12-31,27,F,Y,HH-00442,7,Certificate IV,Government,Council Officer,66271.0,552,C,20:00-06:00,N,0455932113,3bc2297f86bbb934,2018-03-26
PR-01554,Brandy,Baldwin,1937-12-15,88,F,Y,HH-00969,3,Certificate IV,Retired,Retired,35820.0,785,B,21:00-06:00,Y,0438389728,ec8df8b7b8337782,2012-11-19
PR-01555,Emily,Keller,1984-01-28,42,X,N,HH-00936,0,Year 10,Hospitality,Pub Manager,40420.0,711,B,21:00-06:00,N,0428399621,1783b0972038581e,2019-05-13
PR-01556,Karen,Dickerson,1989-03-02,37,F,Y,HH-00818,23,Certificate IV,Trades,Diesel Mechanic,85951.0,437,D,18:00-07:00 (strict),Y,0422897516,9c19b974dcf655a8,2016-10-31
PR-01557,Johnny,Arellano,1957-08-13,68,M,Y,HH-00798,11,Certificate IV,Retired,Retired,23198.0,393,D,18:00-07:00 (strict),N,0467713148,a572abff8dd0c263,2016-04-16
PR-01558,Tiffany,Flores,1968-12-20,57,X,N,HH-00072,3,Certificate III,Hospitality,Cook,64831.0,616,C,20:00-06:00,Y,0480225378,f41f8677ca19f210,2011-12-26
PR-01559,Russell,Bailey,1982-03-23,44,M,Y,HH-00359,2,Year 10,Unemployed,Unemployed,,474,D,18:00-07:00 (strict),N,0434880515,bb6138b3155a2f64,2011-09-24
PR-01560,Steven,Peterson,1979-11-30,46,M,N,HH-00097,23,Certificate III,Trades,Diesel Mechanic,96398.0,638,C,20:00-06:00,Y,0487413513,23fbbb65b83f950d,2016-03-08
PR-01561,Michael,Bell,1996-10-07,29,X,N,HH-00977,26,Year 12,Trades,Builder,88067.0,726,B,21:00-06:00,Y,0437917940,2347b0e39ba77de9,2014-10-27
PR-01562,Deborah,Watkins,1988-07-17,37,X,N,HH-00279,14,Certificate IV,Pastoral,Station Hand,57228.0,780,B,21:00-06:00,Y,0451441964,5da0b3f0e0c29e7c,2012-04-08
PR-01563,Eric,Morgan,1996-06-22,30,M,N,HH-00702,25,Certificate IV,Trades,Welder,66250.0,766,B,21:00-06:00,Y,0426735503,f1cf26ec1b87abbf,2015-12-02
PR-01564,Joel,Boyer,1992-06-15,34,M,Y,HH-00855,11,Bachelor,Health,Remote Area Nurse,69932.0,786,B,21:00-06:00,Y,0460752545,e97186438e82badf,2023-12-21
PR-01565,Deborah,Dominguez,1991-02-15,35,F,N,HH-00801,13,Certificate III,Education,Skills Institute Lecturer,67762.0,810,B,21:00-06:00,Y,0410159801,efedc34ebf5bdef7,2025-02-25
PR-01566,James,Myers,1994-12-05,31,M,N,HH-00101,12,Year 12,Education,Skills Institute Lecturer,93098.0,563,C,20:00-06:00,Y,0468419398,d55260a9de7c5be9,2022-09-01
PR-01567,Brett,Leonard,1986-12-17,39,M,Y,HH-00587,17,Bachelor,Education,Skills Institute Lecturer,68363.0,452,D,18:00-07:00 (strict),Y,0437018872,34de51bcd52346d5,2018-05-23
PR-01568,Phillip,Morgan,1980-01-16,46,M,N,HH-00292,9,Bachelor,Student,Student,15488.0,734,B,21:00-06:00,Y,0464587161,7c07c1ed913c7fa8,2016-06-09
PR-01569,Jeffrey,Crawford,1993-01-09,33,M,Y,HH-00473,0,No formal,Pastoral,Bore Runner,46072.0,394,D,18:00-07:00 (strict),N,0492739686,e8dda6e047d6f65e,2022-05-16
PR-01570,Ryan,Herrera,2009-11-09,16,M,N,HH-00723,6,Bachelor,Student,Student,13618.0,714,B,21:00-06:00,N,0458062483,87a2a573f477d48d,2012-01-08
PR-01571,Zachary,Morales,1969-09-26,56,M,N,HH-00140,14,Year 10,Pastoral,Stockman,82079.0,539,C,20:00-06:00,Y,0472538971,db3255bf38b603ca,2021-10-02
PR-01572,Anna,Richard,1972-04-13,54,F,N,HH-00550,20,Year 12,Mining,Process Plant Technician,121740.0,519,C,20:00-06:00,Y,0437698521,dcfc1ff89a74c9c7,2016-01-26
PR-01573,Austin,Solis,1955-02-15,71,M,Y,HH-00204,8,Certificate IV,Retired,Retired,30192.0,486,D,18:00-07:00 (strict),N,0493317657,717fd0d484fc1bb0,2014-04-16
PR-01574,Laura,Pearson,1967-09-27,58,X,N,HH-00695,7,Postgraduate,Trades,Plumber,81418.0,740,B,21:00-06:00,Y,0468334317,d9c71cb74cd8bf79,2022-08-11
PR-01575,Jeffrey,Fernandez,2010-02-02,16,M,N,HH-01037,16,Bachelor,Student,Student,20144.0,537,C,20:00-06:00,N,0449213035,820af115a06d5583,2016-12-25
PR-01576,Mario,Chavez,1996-02-01,30,M,N,HH-00586,11,Certificate IV,Public Safety,Fire & Rescue,90962.0,716,B,21:00-06:00,Y,0490997797,cfbe5ef15117d160,2013-11-18
PR-01577,Andrew,Warner,1965-03-12,61,X,N,HH-00076,0,Year 12,Government,Compliance Inspector,74748.0,503,C,20:00-06:00,Y,0440388900,1f0750c406773c9b,2019-06-06
PR-01578,Jason,Hayden,1974-02-25,52,X,N,HH-01011,21,Diploma,Government,Civic Harmony Auditor,70622.0,775,B,21:00-06:00,Y,0485344093,0d84c3486971e643,2017-11-23
PR-01579,Timothy,Patel,1989-04-26,37,M,Y,HH-01036,12,Certificate IV,Hospitality,Pub Manager,58683.0,616,C,20:00-06:00,Y,0439330100,13ec6739c6e2b3e6,2022-02-13
PR-01580,Ryan,Knight,1989-08-01,36,X,N,HH-00156,13,Certificate IV,Trades,Welder,60984.0,778,B,21:00-06:00,N,0423389421,01ade434b16ea86f,2018-08-31
PR-01581,Jackson,Hernandez,1977-04-23,49,M,Y,HH-00307,30,Year 10,Unemployed,Unemployed,23381.0,359,D,18:00-07:00 (strict),N,0425454302,3bac355911253b5d,2020-12-11
PR-01582,Eric,Graham,2001-06-14,25,M,N,HH-00805,1,Year 12,Government,Civic Harmony Auditor,101374.0,603,C,20:00-06:00,Y,0465404883,21ced94d43bd5d1f,2022-12-22
PR-01583,Amy,Harris,1992-01-18,34,F,N,HH-01108,7,Year 10,Trades,Electrician,45297.0,500,C,20:00-06:00,Y,0450503050,e2d3ea5408575380,2022-11-19
PR-01584,Maria,Scott,1974-09-26,51,F,N,HH-00503,19,Year 10,Government,Council Officer,101810.0,668,C,20:00-06:00,Y,0486044212,1d9961acf9e1ea55,2017-01-13
PR-01585,Ashley,Lee,1999-06-23,27,F,Y,HH-00926,4,Bachelor,Health,GP,120970.0,691,C,20:00-06:00,Y,0471937580,a68481dbbd68efef,2022-12-07
PR-01586,Julie,Castro,1992-12-19,33,F,N,HH-01149,12,Certificate III,Hospitality,Bartender,62723.0,794,B,21:00-06:00,Y,0455282621,d8845742969a1dc2,2020-05-29
PR-01587,Andrew,Moore,1980-07-10,46,M,N,HH-00189,23,Postgraduate,Education,Primary Teacher,75668.0,538,C,20:00-06:00,Y,0419232076,b65695c48f515810,2014-12-21
PR-01588,Regina,Hopkins,1990-07-13,35,F,N,HH-00257,3,Diploma,Government,Compliance Inspector,76153.0,708,B,21:00-06:00,Y,0439700674,711def2950268ce1,2023-04-15
PR-01589,Tracey,Tucker,1990-06-02,36,F,Y,HH-00595,0,Year 12,Health,GP,125639.0,402,D,18:00-07:00 (strict),Y,0464679723,746876071495c652,2023-05-22
PR-01590,Bradley,Guzman,1984-08-01,41,M,N,HH-00923,4,Year 12,Mining,Mine Geologist,128537.0,602,C,20:00-06:00,Y,0434576822,26d0f291dd0c81ab,2023-12-17
PR-01591,Jennifer,Cox,1985-12-14,40,F,Y,HH-00038,17,Diploma,Government,Surveillance Operator,86371.0,635,C,20:00-06:00,Y,0498319658,d6913b1f3cd57597,2012-08-13
PR-01592,Tony,Ramsey,2009-10-01,16,M,N,HH-00535,15,Certificate IV,Student,Student,12475.0,499,D,18:00-07:00 (strict),N,0497392532,43e54932e45e2687,2012-12-02
PR-01593,Morgan,Fitzpatrick,2005-07-07,20,F,N,HH-01069,14,Certificate III,Mining,Haul Truck Driver,122770.0,700,B,21:00-06:00,Y,0416727400,56658e3e5b830954,2022-12-16
PR-01594,Travis,Huynh,1979-08-12,46,M,Y,HH-00221,6,Year 10,Education,Skills Institute Lecturer,92810.0,509,C,20:00-06:00,Y,0415038516,5a931a7c0a06961b,2023-09-26
PR-01595,Cynthia,Martinez,2001-03-22,25,F,N,HH-00609,0,Certificate III,Mining,Mine Geologist,156223.0,692,C,20:00-06:00,Y,0459205921,8a4d29f18cbec4ec,2015-12-18
PR-01596,Lauren,Price,1962-04-24,64,F,Y,HH-00605,5,Certificate III,Unemployed,Unemployed,17904.0,606,C,20:00-06:00,Y,0455201053,b9ad32b184eadcef,2014-08-28
PR-01597,Jay,THOMAS,1974-04-03,52,M,Y,HH-00480,10,Year 10,Mining,Mine Geologist,172073.0,386,D,18:00-07:00 (strict),Y,0454317225,b9ae096fd5c5bdbd,2024-12-06
PR-01598,Jeffrey,King,1988-09-19,37,M,N,HH-00793,12,Year 12,Pastoral,Station Hand,60099.0,733,B,21:00-06:00,Y,0444042835,3fb990b1cef6d45a,2018-03-21
PR-01599,James,Fry,2001-11-09,24,M,N,HH-00062,0,Diploma,Retail,Supermarket Worker,25898.0,542,C,20:00-06:00,Y,0471242777,33eb377d94670851,2017-04-14
PR-01600,Melanie,Richmond,1993-07-03,33,F,N,HH-00389,0,Certificate IV,Education,Principal,73243.0,775,B,21:00-06:00,Y,0452303911,b468d9ffe17ca1bc,2024-06-20
PR-01601,Jack,Baldwin,1972-06-14,54,M,Y,HH-00785,16,Postgraduate,Pastoral,Station Hand,58678.0,615,C,20:00-06:00,Y,0440981524,9f365f0347dd26dd,2011-08-25
PR-01602,Tammy,Obrien,1997-09-26,28,X,N,HH-00119,20,Year 12,Indigenous Services,Land Council Liaison,84447.0,501,C,20:00-06:00,Y,0427691237,c8962da87c3b14b9,2020-08-15
PR-01603,Teresa,Vazquez,1965-05-11,61,F,N,HH-00493,1,Bachelor,Education,Indigenous Education Worker,93620.0,556,C,20:00-06:00,Y,0412199227,79fd5e9053821f7d,2014-09-16
PR-01604,Kristen,Parker,2007-11-15,18,F,N,HH-00394,18,Year 12,Student,Student,10521.0,521,C,20:00-06:00,N,0417850353,c3abebc8a118fe47,2016-06-07
PR-01605,Robert,Martinez,2004-12-06,21,M,N,HH-00619,3,Certificate III,Government,Civic Harmony Auditor,95516.0,652,C,20:00-06:00,Y,0423635217,7c2b784d01bbf85b,2023-05-12
PR-01606,James,Browning,1979-08-18,46,M,N,HH-00509,6,Certificate III,Hospitality,Caravan Park Host,43985.0,486,D,18:00-07:00 (strict),N,0490627301,7a2b9fd00da61e31,2025-01-16
PR-01607,David,Davis,1982-02-26,44,M,Y,HH-00576,0,Bachelor,Hospitality,Bartender,64958.0,456,D,18:00-07:00 (strict),Y,0472969714,93cf046492d3e53b,2014-08-25
PR-01608,Daniel,ZAMORA,1981-01-19,45,M,N,HH-00392,16,Year 12,Unemployed,Unemployed,26446.0,535,C,20:00-06:00,N,0488508415,b5343d2d6882456e,2020-03-11
PR-01609,Sherry,Wang,1985-12-25,40,F,N,HH-00889,20,Postgraduate,Hospitality,Caravan Park Host,68838.0,587,C,20:00-06:00,Y,0429788104,f19505b21451e90b,2011-10-30
PR-01610,Sean,Morrow,1957-11-11,68,M,Y,HH-00837,13,Bachelor,Retired,Retired,24646.0,471,D,18:00-07:00 (strict),Y,0421346274,c0c1dd3b99d2c61b,2017-12-12
PR-01611,Jennifer,Randall,1968-06-20,58,F,Y,HH-01077,0,Diploma,Hospitality,Pub Manager,70448.0,598,C,20:00-06:00,N,0484195414,273396d193175b2f,2023-08-17
PR-01612,Robert,Holloway,1997-08-27,28,M,Y,HH-01118,16,Certificate III,Student,Student,10753.0,567,C,20:00-06:00,Y,0475059528,aae2561d6b63ed1e,2018-06-10
PR-01613,Heather,Guzman,1981-07-21,44,F,Y,HH-01143,23,Year 12,Pastoral,Stockman,65774.0,680,C,20:00-06:00,Y,0493137998,1422542c15a05e35,2021-09-06
PR-01614,Shawn,Johnson,1983-03-05,43,X,N,HH-00496,25,Diploma,Mining,Haul Truck Driver,100428.0,660,C,20:00-06:00,N,0424682341,4f9c5ab490dfeb42,2020-05-02
PR-01615,Mark,Gibbs,1979-05-21,47,M,Y,HH-00310,8,Diploma,Hospitality,Cook,46058.0,474,D,18:00-07:00 (strict),Y,0484833941,2e3cc28cfe09155c,2016-12-17
PR-01616,Mark,Edwards,1960-04-14,66,M,Y,HH-00243,4,Year 10,Government,Regional Admin Field Officer,92946.0,509,C,20:00-06:00,Y,0453017146,f6a2c1352d252180,2013-07-24
PR-01617,Kelli,Booker,2001-09-07,24,F,N,HH-00038,24,Postgraduate,Health,GP,130441.0,506,C,20:00-06:00,Y,0410202363,883abee67e6f2618,2022-01-14
PR-01618,Melanie,Jennings,1959-04-08,67,X,Y,HH-00651,11,Certificate III,Retired,Retired,21847.0,564,C,20:00-06:00,N,0412485938,02fd33a6aeb083f7,2015-10-29
PR-01619,Karen,Moss,2009-10-20,16,F,N,HH-00050,3,Certificate III,Student,Student,16734.0,840,B,21:00-06:00,N,0454371525,901591bf86852f39,2020-12-23
PR-01620,Samantha,Marsh,1975-02-25,51,F,N,HH-00587,0,Bachelor,Public Safety,Regional Police Officer,94511.0,530,C,20:00-06:00,Y,0460670300,b6d9ae80aaf5a54e,2017-02-26
PR-01621,Hunter,Walter,1990-07-24,35,X,N,HH-00675,5,Year 12,Trades,Plumber,95903.0,583,C,20:00-06:00,Y,0476684091,c2e00c3d6e19a71d,2023-09-25
PR-01622,Courtney,Vaughan,2009-08-19,16,F,N,HH-01124,5,Certificate III,Student,Student,10330.0,601,C,20:00-06:00,N,0438078761,dc9608b7552a8b2b,2020-05-30
PR-01623,Mark,Meadows,1989-09-06,36,M,N,HH-00215,17,Year 12,Health,Aboriginal Health Worker,110067.0,570,C,20:00-06:00,N,0473641389,33a4561854206faf,2014-02-16
PR-01624,Meredith,Jackson,1992-04-12,34,F,Y,HH-01138,1,Year 10,Mining,Mine Safety Officer,203542.0,368,D,18:00-07:00 (strict),Y,0482844920,4168f2574c6dd3fc,2017-05-10
PR-01625,Debbie,Davis,2005-04-24,21,F,N,HH-00716,21,Certificate IV,Mining,Haul Truck Driver,136343.0,639,C,20:00-06:00,N,0430254713,30071be29a9a225c,2024-08-12
PR-01626,David,Higgins,1988-02-14,38,X,Y,HH-01129,17,Year 12,Unemployed,Unemployed,25933.0,443,D,18:00-07:00 (strict),Y,0452647161,d4a4ac6b343ecf6b,2024-03-25
PR-01627,Jody,Nunez,1979-08-06,46,F,N,HH-00268,17,Year 12,Health,Mental Health Clinician,162103.0,585,C,20:00-06:00,Y,0430692256,a38d25b7073ccb50,2021-05-05
PR-01628,Connor,Atkins,1981-04-14,45,M,N,HH-01106,20,Diploma,Retail,Bottleshop Attendant,45247.0,647,C,20:00-06:00,Y,0467910178,1ae58adb0049cfba,2015-05-21
PR-01629,Johnny,Anderson,1960-06-08,66,M,N,HH-00057,18,Year 10,Government,Civic Harmony Auditor,74921.0,785,B,21:00-06:00,Y,0455586036,8b34b35a3c675144,2019-10-03
PR-01630,Whitney,Campbell,1994-03-31,32,F,Y,HH-00834,12,Year 10,Trades,Diesel Mechanic,109737.0,368,D,18:00-07:00 (strict),Y,0440125106,dfb7c40c712dcd7d,2017-03-17
PR-01631,Jason,Thomas,1954-06-16,72,M,N,HH-00865,9,Year 12,Retired,Retired,24619.0,729,B,21:00-06:00,Y,0433205676,b2a70daeab02b20b,2015-01-07
PR-01632,Lisa,Solomon,2001-12-28,24,F,N,HH-00941,0,Diploma,Hospitality,Roadhouse Attendant,63990.0,550,C,20:00-06:00,Y,0468443796,e73339f5e7d1dfd1,2020-12-06
PR-01633,Stephen,Smith,2006-12-04,19,X,N,HH-00700,14,Bachelor,Student,Student,15989.0,691,C,20:00-06:00,Y,0488228686,e3b47b56f66afc27,2015-11-17
PR-01634,Melissa,Mcdaniel,1961-10-18,64,F,N,HH-00700,15,Certificate III,Hospitality,Roadhouse Attendant,34155.0,652,C,20:00-06:00,N,0427926819,8ec52fe555653b5c,2021-04-09
PR-01635,Nancy,Scott,1989-06-18,37,F,N,HH-01025,10,Postgraduate,Mining,Process Plant Technician,157126.0,638,C,20:00-06:00,Y,0495668618,5e2041aa4d5e3e75,2012-03-05
PR-01636,Marvin,Young,2001-11-03,24,X,Y,HH-00462,13,Certificate IV,Government,Surveillance Operator,73510.0,540,C,20:00-06:00,Y,0463592573,336fad36acaa3a0c,2025-04-22
PR-01637,Teresa,Coffey,1990-05-10,36,F,N,HH-00698,2,Year 12,Retail,Supermarket Worker  ,51644.0,809,B,21:00-06:00,Y,0491941937,92255afe47baf21d,2021-10-29
PR-01638,Angel,King,1981-11-30,44,M,N,HH-01060,26,Year 12,Mining,Mine Geologist,128118.0,843,B,21:00-06:00,Y,0418585082,309e151fa0a7a788,2015-08-03
PR-01639,Jennifer,Wood,1990-02-14,36,F,Y,HH-00446,11,Year 12,Pastoral,Station Hand,32940.0,412,D,18:00-07:00 (strict),N,0478595982,92d66be3e0b7eb8e,2019-03-10
PR-01640,Beverly,Green,1998-07-14,27,X,N,HH-01064,12,Certificate III,Mining,Process Plant Technician,157273.0,738,B,21:00-06:00,Y,0464526122,8a76a72f6b466f9d,2024-05-17
PR-01641,Natalie,Anderson,1992-08-30,33,X,N,HH-00700,2,Diploma,Trades,Welder,81445.0,729,B,21:00-06:00,Y,0431593437,8f64e5abb0d0a120,2018-10-12
PR-01642,Donald,Wilson,1957-07-25,68,X,Y,HH-00017,0,Year 10,Retired,Retired,44132.0,458,D,18:00-07:00 (strict),N,0466673212,c241a4bbd14d9aac,2013-02-21
PR-01643,Seth,Davenport,1989-06-29,37,M,N,HH-00225,11,Year 10,Retail,Bottleshop Attendant,59307.0,511,C,20:00-06:00,Y,0436401764,3055fd1ed6f6b18a,2024-04-26
